,data,description,cluster
1954,second case,second case,1
3603,md.,md.,1
3578,low variable absorption,low variable absorption,1
3044,syrian hamster model,syrian hamster model,1
1966,total number,total number,1
3543,utility,utility,1
3544,advantages,advantages,1
3545,letter,letter,1
2083,68 800strong flock,68 800strong flock,1
3548,ncats,ncats,1
3064,limited efficacy,limited efficacy,1
3549,ind,ind,1
1973,perceived severity,perceived severity,1
3551,pk,pk,1
3060,control cases,control cases,1
3058,obvious morbidity,obvious morbidity,1
3057,100% survival,100% survival,1
3055,peroral route,peroral route,1
3555,prediction,prediction,1
3558,art,art,1
3054,previous studies,previous studies,1
3560,modeling data,modeling data,1
1968,wisconsin study,wisconsin study,1
3567,bit half molecular weight,bit half molecular weight,1
3540,serum,serum,1
3625,lower dose,lower dose,1
3131,employee,employee,1
3135,standard antiviral drugs amantadine,chemical compound medication,1
3277,4 deaths,4 deaths,1
3215,hiv/aids,endemic disease location west africa benin rep syndrome,1
2039,south korea,south korea,1
3284,hong kong sar,hong kong sar,1
3211,chemotherapy,chemotherapy,1
3302,mammals general,mammals general,1
3208,nasal spray vaccines,nasal spray vaccines,1
3313,stone,stone,1
3276,4 cases,4 cases,1
3315,bbc,television station,1
3320,novel route,novel route,1
3194,severe shortness,severe shortness,1
3322,mammals,mammals,1
3323,onethousandth,onethousandth,1
3325,felines,felines,1
3326,carnivores,carnivores,1
3332,apparent symptoms.h5n1,apparent symptoms.h5n1,1
3189,acute bronchitis,acute bronchitis,1
3316,stray dog,stray dog,1
2049,norwegian food safety authority,norwegian food safety authority,1
3274,17 cases,17 cases,1
3272,37 deaths,37 deaths,1
3238,paramyxoviruses,paramyxoviruses,1
3239,coronaviruses,coronaviruses,1
3240,flaviviruses,flaviviruses,1
3243,monkeys,monkeys,1
3244,bcx4430 galidesivir,chemical compound,1
3229,funding,funding,1
3227,immucillina,immucillina,1
3247,viremia,viremia,1
3249,vietnam,war proxy war,1
3253,surveillance,surveillance,1
3255,thailand,constitutional monarchy sovereign state country,1
3256,isolated cases,isolated cases,1
3257,caregivers,caregivers,1
3224,galidesivir,chemical compound,1
2043,wild swans,wild swans,1
2048,sandnes municipality,sandnes municipality,1
3268,97 cases,97 cases,1
3269,53 deaths,53 deaths,1
3271,76 cases,76 cases,1
3188,pneumonias,pneumonias,1
3132,free service,free service,1
2028,toyama prefecture,toyama prefecture,1
3338,1959–1997,1959–1997,1
3394,northern vietnam,war proxy war,1
2066,barwala,barwala,1
2014,chicken farms,chicken farms,1
3401,sham shui po,sham shui po,1
3406,8pm,8pm,1
2008,northern western europe,continental area surrounding islands continent geographic region,1
2007,waterbirds,waterbirds,1
3148,total economic burden,total economic burden,1
3393,school teacher,school teacher,1
3413,fine,fine,1
3417,endemic areas,endemic areas,1
3144,2007 study,2007 study,1
3421,23yearold woman,23yearold woman,1
3424,10yearold girl,10yearold girl,1
3426,joint statement,joint statement,1
3140,cost,cost,1
3432,tigers,tigers,1
3435,140 tigers,140 tigers,1
2005,western russia,empire start time 22 october 1721julian end time 1 september 1917julian 1 september 1917julian,1
3387,afghanistan,emoji regional indicator sequence,1
3386,pakistan,sovereign state country,1
3384,2007,2007,1
3182,hospitalization,hospitalization,1
2026,awaji island,awaji island,1
3351,2003,2003,1
3353,fujian province,fujian province,1
2058,indian state,indian state,1
2059,kerala,state india start time 1 november 1956,1
3178,elevated blood sugars,biogenic substance type,1
3357,regions,regions,1
3358,waterfowl,waterfowl,1
3359,especially ducks,especially ducks,1
3362,strategy,strategy,1
2023,kyushu island,kyushu island,1
3175,blood sugars,biogenic substance type,1
2022,shikoku island,shikoku island,1
3174,healtheu portal eu response,healtheu portal eu response,1
3371,david nabarro,david nabarro,1
2063,unknown subtypes,unknown subtypes,1
2019,fisheries,fisheries,1
3383,decades,decades,1
3337,seroconversion,seroconversion,1
3628,immune response,immune response,1
3630,accompanying commentary,accompanying commentary,1
3631,obstacles,obstacles,1
3867,possible paths,possible paths,1
2906,cure,cure,1
2904,tradename,tradename,1
3870,related information,related information,1
2900,array biopharma,array biopharma,1
3873,matrix proteins,group class chemical substances second-order class,1
2898,ic50,ic50,1
3881,nucleoprotein,group class proteins,1
3866,pig,pig,1
2892,ns3/4a hcv protease,ns3/4a hcv protease,1
2134,water,water,1
2889,twelveweek course,twelveweek course,1
2135,nonpolar organic solvents,nonpolar organic solvents,1
1892,argentina,argentina,1
1891,northern ireland,emoji regional indicator sequence éire (irish),1
3896,subbarao k,subbarao k,1
2140,hydrocarbons,hydrocarbons,1
2880,iv dose,iv dose,1
2891,orally available 15membered macrocyclic peptidomimetic inhibitor,orally available 15membered macrocyclic peptidomimetic inhibitor,1
2130,cyclohexanone,chemical compound class ii combustible liquid,1
2129,derivatives,derivatives,1
3858,conformation,conformation,1
3825,signature,signature,1
3826,avian receptor binding,avian receptor binding,1
3828,a/hk/213/03 isolates,a/hk/213/03 isolates,1
2931,viekira pak,viekira pak,1
2930,following criteria,following criteria,1
3830,closely related a/gs,closely related a/gs,1
3832,avian type receptors,avian type receptors,1
1907,lightheadedness,lightheadedness,1
2924,compensated cirrhosis,compensated cirrhosis,1
2125,d. bottger,d. bottger,1
3845,infected cells,infected cells,1
3846,relenza,relenza,1
1902,examination,examination,1
2917,ombitasvir/paritaprevir/ritonavir,medication chemical substance mixture essential medicine,1
3850,n1 form,n1 form,1
1901,entire americas,entire americas,1
3855,existing drugs,existing drugs,1
3856,n1 protein,n1 protein,1
2914,dasabuvir,scholarly article,1
3897,golding h,golding h,1
2934,subjects,subjects,1
2879,60 mg,60 mg,1
3900,monoclonal antibodies,family protein complexes,1
3957,lymphocytes,lymphocytes,1
1873,prescreening outbound passengers,prescreening outbound passengers,1
3962,primary route,primary route,1
3966,immunoassay,immunoassay,1
3971,challenge,challenge,1
1869,mecca return,tourist attraction city millions inhabitants,1
2846,phenotypic screening,phenotypic screening,1
2845,precursor,precursor,1
2854,combination regimens,combination regimens,1
3974,transition,transition,1
1868,annual pilgrimage,annual pilgrimage,1
3983,maternal antibodies,family protein complexes,1
3984,18 months,18 months,1
1864,cruise ship,cruise ship,1
3986,blood donors,biogenic substance type,1
3988,universal precautions,universal precautions,1
2840,cardiovascular agents,cardiovascular agents,1
2839,sedatives,sedatives,1
2844,daklinza,daklinza,1
1874,pigs food safety,pigs food safety,1
3950,genotypes,genotypes,1
3948,genus hepacivirus,genus hepacivirus,1
1887,widespread media use,widespread media use,1
3908,abdominal pain,abdominal pain,1
3909,yellow tinged skin,yellow tinged skin,1
2875,dose strength,dose strength,1
2874,99%,99%,1
3915,dilated blood vessels,biogenic substance type,1
3918,blood screening,biogenic substance type,1
3919,transfusion,transfusion,1
3920,infected mother,infected mother,1
3921,infected mother baby,infected mother baby,1
1883,industry groups,industry groups,1
2871,liver enzyme cyp3a4,organ type,1
2869,bioavailability,bioavailability,1
3929,peginterferon,peginterferon,1
2144,water vapor,water vapor,1
3938,transplantation,transplantation,1
2862,steady state,steady state,1
3941,low middleincome countries,low middleincome countries,1
3946,chimpanzees,chimpanzees,1
3899,convalescent sera,convalescent sera,1
1908,nausea,nausea,1
2936,liver enzymes,organ type,1
2937,ast,ast,1
3670,acceptable response,acceptable response,1
1940,trade,trade,1
3673,inactivated strain,inactivated strain,1
2994,favipiravir efficacy,chemical compound medication,1
3675,allergy,allergy,1
3681,volunteer,volunteer,1
3684,nih institutes,nih institutes,1
2990,prodrug,prodrug,1
2996,defense,defense,1
3691,dnabased vaccines,dnabased vaccines,1
2983,favipiravir,chemical compound medication,1
2982,zhejiang hisun pharmaceutical co. ofchinatoproduceanantiviralmedicationusedtotreatinfluenzainjapaninthepeople srepublicof china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",1
3696,vrc director gary nabel,vrc director gary nabel,1
3697,m.d.,m.d.,1
3699,vrc,vrc,1
3702,reliability,reliability,1
2980,zhejiang hisun pharmaceutical co.,zhejiang hisun pharmaceutical co.,1
3704,dr. nabel,dr. nabel,1
2985,baby,baby,1
1941,calls,calls,1
3004,6 14 hours,6 14 hours,1
1942,border,border,1
3020,mouse models,mouse models,1
3636,inactivated splitvirion strain,inactivated splitvirion strain,1
3637,vietnam/1194/2004.cidrap article glaxo,vietnam/1194/2004.cidrap article glaxo,1
3639,low dose,low dose,1
3019,ebola,infectious disease,1
3642,good immune response,good immune response,1
2101,fusion,fusion,1
3645,typical dose,typical dose,1
2103,stable isomer,stable isomer,1
3650,news release,news release,1
1946,silent epidemic,silent epidemic,1
3652,antigen,group class chemical substances,1
3653,meaning,meaning,1
3008,toyama chemical,toyama chemical,1
3657,bbc radio,television station,1
3658,agence francepresse,agence francepresse,1
3006,usa,usa,1
1944,nonlethal cases,nonlethal cases,1
3663,adequate immune response,adequate immune response,1
3710,investigational vaccines,investigational vaccines,1
3713,west nile,west nile,1
3727,omninvest,omninvest,1
2975,reovirus,reovirus,1
2953,morning,morning,1
3772,h5 elderly august 2006,h5 elderly august 2006,1
3774,expected completion,expected completion,1
3780,terminology,terminology,1
3781,orthomyxovirus family,orthomyxovirus family,1
2116,attempted laboratory synthesis,attempted laboratory synthesis,1
1918,99.6%,99.6%,1
3789,microscopic parasite,microscopic parasite,1
1916,314 samples,314 samples,1
3796,hemagglutinin forms spikes,group class proteins,1
2947,regimen,regimen,1
3798,efficient transfer,efficient transfer,1
2118,reaction,reaction,1
3806,mutation,mutation,1
3807,substitution,substitution,1
1912,half drugs,half drugs,1
3813,father,father,1
2941,ns5b palm polymerase,group class enzymes,1
2938,alt,alt,1
3769,study completion,study completion,1
4653,epidemiological survey,epidemiological survey,1
2954,dasabuvir tablet,scholarly article,1
2956,combination pack,combination pack,1
3730,results trials,results trials,1
3732,poor immunogenicity,poor immunogenicity,1
3735,unacceptable results,unacceptable results,1
3738,acceptable levels,acceptable levels,1
2971,activity,activity,1
3741,high dose level.adjuvanted vaccines,high dose level.adjuvanted vaccines,1
3742,greatest promise,greatest promise,1
2968,leukemia,leukemia,1
2965,enzyme imp dehydrogenase,enzyme imp dehydrogenase,1
3747,twodose regimen,twodose regimen,1
2114,h. decker,h. decker,1
3753,acceptable immune response,acceptable immune response,1
2115,existence,existence,1
3756,adjuvanted 3.8microgram subjects,adjuvanted 3.8microgram subjects,1
3758,prepandemic vaccines,prepandemic vaccines,1
3759,right dose,right dose,1
3760,dose interval,dose interval,1
2957,monthly package,monthly package,1
3762,puzzle,puzzle,1
2955,meal,meal,1
4656,asymptomatic hbv carriers,asymptomatic hbv carriers,1
2767,ns3/4a,ns3/4a,1
4717,excessive number,excessive number,1
4749,casefatality rates,casefatality rates,1
2396,western countries,western countries,1
4679,direct transmission,direct transmission,1
4692,maximum intensity,maximum intensity,1
1624,second important cause,second important cause,1
4751,0.6%,0.6%,1
4927,reliable prediction,reliable prediction,1
4706,little improvement,little improvement,1
2310,adamantanebased polymers,adamantanebased polymers,1
2419,dopamine release,chemical compound medication neurotransmitter,1
4796,graphic exhibiting total cases,graphic exhibiting total cases,1
1623,streptococcus,streptococcus,1
2436,exocytosis,exocytosis,1
4868,familial genetics,familial genetics,1
2324,noncompetitive nmda antagonist,noncompetitive nmda antagonist,1
2420,dopamine reuptake,chemical compound medication neurotransmitter,1
2323,dopamine agonist,chemical compound medication neurotransmitter,1
4866,impairment,impairment,1
4893,date,date,1
2322,nicotinic antagonist,nicotinic antagonist,1
2421,monoamine,monoamine,1
2269,difficult reaction,difficult reaction,1
2384,contraindications,contraindications,1
4841,opposite,opposite,1
2258,acetone,chemical compound excipient polar aprotic solvent class ib flammable liquid mutagen ketone oxygenated hydrocarbons organic compound ketone bodies reactant product product product acetone carboxylase activity,1
2397,international livestock regulations,international livestock regulations,1
2341,offlabel uses,offlabel uses,1
4803,18 humans,infectious disease france,1
2400,amantadineresistant strains,amantadineresistant strains,1
2416,antiparkinsonian effect,antiparkinsonian effect,1
2380,antidopaminergic drugs,antidopaminergic drugs,1
4801,moderate number,moderate number,1
2267,catalyst,catalyst,1
4873,unrelated maladies,unrelated maladies,1
4665,genetic process,genetic process,1
2274,nitroester,nitroester,1
4677,hosts,hosts,1
4666,multiple subtypes,multiple subtypes,1
4798,countryspecific information,countryspecific information,1
2417,weak antagonist,weak antagonist,1
2438,mechanistically identical fashion,mechanistically identical fashion,1
2268,nitration,nitration,1
4671,late 19th century,late 19th century,1
2342,improvement,improvement,1
4673,new subtypes,new subtypes,1
1629,poor outcome,poor outcome,1
4676,divergent subtypes,divergent subtypes,1
4747,southeast east asia,continent continental area surrounding islands,1
4711,vietnam war,war proxy war,1
4682,accumulated antibodies,family protein complexes,1
4864,harvard school,harvard school,1
1634,13%,13%,1
2314,prospects,prospects,1
2387,enlarged prostate,enlarged prostate,1
2424,dopamine,chemical compound medication neurotransmitter,1
4696,june–december,june–december,1
2285,dopamantine,chemical compound,1
4857,attempt,attempt,1
1653,transmission,transmission,1
1657,2009 novel,2009 novel,1
2351,methyne positions,methyne positions,1
2428,similar pharmaceutical memantine,chemical compound medication,1
2392,administered vaccines,administered vaccines,1
2427,anticholinergic,anticholinergic,1
1656,basic reproduction number,basic reproduction number,1
2425,norepinephrine,chemical compound medication neurotransmitter,1
4769,solid number,solid number,1
2389,live attenuated vaccines,live attenuated vaccines,1
4691,square kilometre,square kilometre,1
2352,similar biological properties,similar biological properties,1
4904,speculation,speculation,1
2426,nerve endings,nerve endings,1
4773,humans.h5n1 vaccines,humans.h5n1 vaccines,1
4906,half million americans,half million americans,1
2319,guest molecules,guest molecules,1
1659,transmissibility,transmissibility,1
4686,recorded instance,recorded instance,1
4763,director,director,1
2296,designer drugs,designer drugs,1
4793,mutants,mutants,1
4920,current lethality,current lethality,1
4792,mouse antibodies,family protein complexes,1
2422,brain,brain,1
2360,toxicity,toxicity,1
4918,ready transmission,ready transmission,1
2423,release,release,1
4846,h2n2 strain,wikimedia disambiguation page,1
4916,lethal avian strain lethality,lethal avian strain lethality,1
2347,brain injury,brain injury,1
4862,familial genetic susceptibility,familial genetic susceptibility,1
4847,opportunity,opportunity,1
4915,lethal avian strain,lethal avian strain,1
4913,1900s,1900s,1
4896,mouse study,mouse study,1
4897,significantly higher levels,significantly higher levels,1
4861,blood relatives,biogenic substance type,1
4898,proinflammatory cytokines,proinflammatory cytokines,1
4762,dr. julie l. gerberding,dr. julie l. gerberding,1
2321,matrix,matrix,1
1622,important cause,important cause,1
1632,55 hospitals,55 hospitals,1
2440,tetrameric m2 channel,tetrameric m2 channel,1
4737,excess deaths,excess deaths,1
2391,efficacy,efficacy,1
2308,working fluid,working fluid,1
4828,demographic characteristics,demographic characteristics,1
2273,bromide,bromide,1
4824,asymptomatic cases,asymptomatic cases,1
4719,subway tunnels,subway tunnels,1
4726,absenteeism,absenteeism,1
2304,hall thrusters,hall thrusters,1
4817,unknown number,unknown number,1
1667,dog,dog,1
4813,mild asymptomatic cases,mild asymptomatic cases,1
1625,primary,primary,1
2291,polymers,polymers,1
4829,patient ages,patient ages,1
4722,undertakers,undertakers,1
1620,staphylococcus aureus,staphylococcus aureus,1
2377,anticholinergic drugs,anticholinergic drugs,1
2376,additional cns stimulants,additional cns stimulants,1
4810,account,account,1
1645,multivariate analyses,multivariate analyses,1
1646,physicianrecorded obesity,scientific journal hybrid open access journal academic journal allegedly,1
2339,extended release formulation,extended release formulation,1
4825,relatively benign korean strain,relatively benign korean strain,1
4819,overlooked genuine cases,overlooked genuine cases,1
4723,total,total,1
4879,possible ranges,possible ranges,1
2287,rimantadine,chemical compound medication,1
2265,anisole proceeds,anisole proceeds,1
2289,tromantadine,chemical compound,1
2444,mutations,mutations,1
2334,a. epidemic resistance frequency,a. epidemic resistance frequency,1
2298,synthetic cannabinoid designer drugs,synthetic cannabinoid designer drugs,1
2372,dopaminergic anticholinergic properties,dopaminergic anticholinergic properties,1
2443,consequence,consequence,1
2378,concurrent use,concurrent use,1
2447,usual way,usual way,1
1665,ferrets,ferrets,1
4732,geographicallydistinct mortality patterns,geographicallydistinct mortality patterns,1
2263,friedel–crafts reaction,friedel–crafts reaction,1
4731,circulation,circulation,1
837,human influenza viruses,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
2624,phase iii clinical trials,phase iii clinical trials,2
8020,specific human h5n1 vaccine,organisms known particular common homo sapiens homo sapiens sapiens homosubtype,2
1823,centers,centers,2
6377,influenza virus pleomorphy,infectious disease,2
4884,spanish influenza pandemic virus,infectious disease,2
8297,mammalian influenza viruses,infectious disease,2
5498,stockpile,stockpile,2
3047,human disease,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6726,limited humantohuman transmission influenza,infectious disease,2
2707,10%,10%,2
1822,human services,organisms known particular common homo sapiens homo sapiens sapiens homo,2
3572,human oral use,organisms known particular common homo sapiens homo sapiens sapiens homo,2
3677,avian influenza enters human trial,infectious diseaseorganisms known particular common homo sapiens homo sapiens sapiens homo,2
2992,primary human airway cells,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6673,potential influenza,infectious disease,2
10771,b viruses,b viruses,2
4759,h5n1 infections,subtype,2
8055,phase 2b human clinical trials,organisms known particular common homo sapiens homo sapiens sapiens homo,2
8054,antiviral immunosuppressive effects,antiviral immunosuppressive effects,2
8287,new influenza virus,infectious disease,2
383,identification influenza,infectious disease,2
2626,hepatitis c virus,hepatitis c virus,2
6682,category 5 influenza,infectious disease,2
6683,influenza virus strain,infectious disease,2
6400,viral genomes,viral genomes,2
6399,doublestranded dna,doublestranded dna,2
4761,human transmissions,organisms known particular common homo sapiens homo sapiens sapiens homo,2
1519,flutype symptoms,flutype symptoms,2
9490,influenza activity,infectious disease,2
4327,hepatitis c testing,hepatitis c testing,2
6396,viral proteins,group class chemical substances second-order class,2
4331,viral load,viral load,2
8042,heterologous human influenza,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
6695,a/h1n1 influenza,infectious disease,2
8041,broad crossprotection,broad crossprotection,2
9493,influenza s viral replication,infectious disease,2
6698,3,3,2
6701,global influenza preparedness plan,infectious disease,2
8037,emerge.several trials,emerge.several trials,2
3678,2007the human trial,organisms known particular common homo sapiens homo sapiens sapiens homo,2
5417,aerosolized influenza virus,infectious disease,2
3680,h5n1 avian influenza infection,subtypeinfectious disease,2
836,avian influenza,infectious disease,2
8026,h5n1 variants,subtype,2
4860,current h5n1 influenza,subtypeinfectious disease,2
8222,betainfluenzavirus,betainfluenzavirus,2
9500,influenza resistance,infectious disease,2
2727,published clinical trials,published clinical trials,2
2612,different combinations,different combinations,2
8322,influenza b serotype,infectious disease,2
235,summer,summer,2
6361,human toll,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6814,updated pandemic influenza plan,infectious disease,2
5391,equine influenza virus tsurviveoutsideof horse,infectious disease,2
6822,influenza research,infectious disease,2
8329,influenza c,infectious disease,2
4153,hepatitis c infection,hepatitis c infection,2
8331,mild disease,mild disease,2
4770,suspected human,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6804,potential influenza epidemics,infectious disease,2
6827,influenza countermeasures,infectious disease,2
8332,influenza d,infectious disease,2
10043,librettists,librettists,2
10250,deadly 1918 influenza,infectious disease,2
5508,human society,organisms known particular common homo sapiens homo sapiens sapiens homo,2
1163,human consumption,organisms known particular common homo sapiens homo sapiens sapiens homo,2
3724,influenza virus vaccine,infectious disease,2
2738,chronic hepatitis d,chronic hepatitis d,2
10676,whoconfirmed human cases,organisms known particular common homo sapiens homo sapiens sapiens homo,2
7922,hepatitis c genotypes,hepatitis c genotypes,2
3556,human oral bioavailability,organisms known particular common homo sapiens homo sapiens sapiens homo,2
4148,acute hepatitis c,acute hepatitis c,2
7921,antiviral drug ribavirin,chemical compound medication essential medicine 1 april 1990,2
3723,approved human h5n1 vaccines,organisms known particular common homo sapiens homo sapiens sapiens homosubtype,2
1273,chickens,chicken gallus gallus domesticus common,2
2978,viral infections,viral infections,2
9525,effective antiviral,effective antiviral,2
2989,viral rnadependent rna polymerase,structural class chemical compoundsgroup class enzymes,2
844,study,study,2
6738,groups,groups,2
6740,antiviral resistance,antiviral resistance,2
6748,influenza vaccine manufacturers,infectious disease,2
2709,infecting influenza strain,infectious disease,2
2711,polymerase protein,group class enzymes,2
8314,h3n2 human influenza,subtypeorganisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
6756,h5n1 strains,subtype,2
4859,human victims,organisms known particular common homo sapiens homo sapiens sapiens homo,2
3694,human cells,organisms known particular common homo sapiens homo sapiens sapiens homo,2
8315,influenza b viruses,infectious disease,2
7945,20182019 influenza,infectious disease,2
5156,disease prevention,disease prevention,2
6763,seasonal influenza vaccines,infectious disease,2
7979,inactivated virus vaccines,inactivated virus vaccines,2
10071,influenza disease,infectious disease,2
8317,wild viruses,wild viruses,2
9516,antiviral assay,antiviral assay,2
3701,effective vaccines,effective vaccines,2
8319,human pathogen,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2716,continuing research clinical concern,continuing research clinical concern,2
4856,factor,factor,2
10066,comparable disease,comparable disease,2
7960,inactivated recombinant influenza vaccines,infectious disease,2
5397,different surfaces,different surfaces,2
2984,novel influenza,infectious disease,2
5145,influenza surveillance program,infectious disease,2
6413,expression,expression,2
3575,potent antiviral effects,potent antiviral effects,2
8194,nonstructural protein,nonstructural protein,2
8191,human trials,organisms known particular common homo sapiens homo sapiens sapiens homo,2
4285,hepatitis c transmission,hepatitis c transmission,2
6531,b virus,b virus,2
8179,influenza parents,infectious disease,2
10654,viral superinfections,viral superinfections,2
10783,vitro effectivenessatpreventingentryofzaireebolavirustacaribearenavirusandkaposi ssarcomaassociatedherpesvirusinmammaliancellcultureswhileconfirmingumifenovir ssuppressiveeffectinvitroon hepatitis b,vitro effectivenessatpreventingentryofzaireebolavirustacaribearenavirusandkaposi ssarcomaassociatedherpesvirusinmammaliancellcultureswhileconfirmingumifenovir ssuppressiveeffectinvitroon hepatitis b,2
6545,human vaccines,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6455,b. influenza,infectious disease,2
6546,influenza viruses c,infectious disease,2
3622,experimental h5n1 avian influenza vaccine,subtypeinfectious disease,2
3623,adjuvant,adjuvant,2
2664,influenza therapeutic agent,infectious disease,2
1952,clinical specimens,clinical specimens,2
8157,clinical centers,clinical centers,2
6561,influenza evolution,infectious disease,2
9450,rimantadin,rimantadin,2
6452,types c,types c,2
2405,influenza virus particles,infectious disease,2
803,human animal coronaviruses,organisms known particular common homo sapiens homo sapiens sapiens homotaxon,2
4744,10% human fatality ratio,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6449,influenza d virus,infectious disease,2
2671,viral mrnas,viral mrnas,2
3021,ebola virus disease,infectious disease,2
6577,> 100 influenza genomes,infectious disease,2
5446,equine influenza virus infection,infectious disease,2
4248,hepatitis c andtheblood stestingpositivedependingon method,hepatitis c andtheblood stestingpositivedependingon method,2
4739,human fatality,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6447,c virus,c virus,2
6519,human health,organisms known particular common homo sapiens homo sapiens sapiens homo,2
8198,hepatitis c virus polyprotein,hepatitis c virus polyprotein,2
3604,phase 1 clinical trials,phase 1 clinical trials,2
3605,h5n1 avian influenza vaccine candidate,subtypeinfectious disease,2
3606,h5n1 avian influenza vaccine candidate contract,subtypeinfectious disease,2
8227,isaviruses,isaviruses,2
1247,highly pathogenic avian influenza virus,infectious disease,2
786,influenza subtype,infectious disease,2
5470,861 confirmed human cases,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2649,influenza medication,infectious disease,2
2650,antiviral,antiviral,2
8214,viral life cycle,viral life cycle,2
2403,viral neuraminidase enzyme,group class enzymes,2
6477,influenza virus c.,infectious disease,2
1243,h5n1,subtype,2
8211,hepatitis c. odalasvir,chemical compound,2
6501,influenza virus c growth requirements,infectious disease,2
2643,virus polymerase complex,group class enzymes,2
4738,human mortality,organisms known particular common homo sapiens homo sapiens sapiens homo,2
5465,tens millions,tens millions,2
8236,10 1.the viral envelope,10 1.the viral envelope,2
6467,influenza virus c,infectious disease,2
2094,known human cases,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2652,uncomplicated influenza,infectious disease,2
2641,influenza virus capdependent endonuclease activity,infectious disease,2
10790,macrocyclic hepatitis c virus,macrocyclic hepatitis c virus,2
6459,viruses b,viruses b,2
3615,different h5n1 strain,subtype,2
2653,influenza complications,infectious disease,2
8196,viral nonstructural protein,viral nonstructural protein,2
6443,influenza c virus,infectious disease,2
402,influenza epidemics,infectious disease,2
3640,h5n1 avian influenza vaccine,subtypeinfectious disease,2
6631,new influenza,infectious disease,2
4216,viral genome,scientific model natural environment,2
6419,human influenza virus,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
6634,common human vaccine,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6635,trivalent influenza vaccine,infectious disease,2
3581,viral diseases,viral diseases,2
6636,viral strains,viral strains,2
8276,future viruses,future viruses,2
6638,influenza virus subtypes,infectious disease,2
6639,influenza b virus strain,infectious disease,2
1810,influenza symptoms,infectious disease,2
6641,new influenza pandemic changes,infectious disease,2
816,different strains,different strains,2
6643,isolate,isolate,2
1630,pandemic a/h1n1 influenza,infectious disease,2
387,flulike symptoms,flulike symptoms,2
2408,influenza strains,infectious disease,2
4863,human infection,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6655,human selfishness,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6482,influenza virus infections,infectious disease,2
1660,h1n1 influenza virus,virusinfectious disease,2
8075,sarscov2.the drug,sarscov2.the drug,2
8072,antiviral action,antiviral action,2
1263,nadia,nadia,2
2999,broadspectrum antiviral,broadspectrum antiviral,2
8064,antiviral research,antiviral research,2
3667,wholevirus h5n1 avian influenza vaccine,subtypeinfectious disease,2
6420,known influenza,infectious disease,2
8274,hostcell mrnas,hostcell mrnas,2
8098,preliminary human study,organisms known particular common homo sapiens homo sapiens sapiens homo,2
3582,h5n1 clinical trials,subtype,2
776,influenza virus,infectious disease,2
1224,drop,drop,2
10791,clinical testing,clinical testing,2
8127,antiviral activity,antiviral activity,2
3587,current status h5n1 candidate vaccines,subtype,2
10778,hepatitis c.more recent studies,hepatitis c.more recent studies,2
4236,risk factor,risk factor,2
8124,malignancies,malignancies,2
6602,influenza infection,infectious disease,2
6435,polymerase complex,group class enzymes,2
3643,human volunteers,organisms known particular common homo sapiens homo sapiens sapiens homo,2
8117,chronic hepatitis c.,chronic hepatitis c.,2
4750,23%,23%,2
6669,known influenza virus subtypes,infectious disease,2
811,human population,organisms known particular common homo sapiens homo sapiens sapiens homo,2
6430,influenza b virus capsid,infectious diseasecellular component,2
5130,swine influenza virus strain,swine diseaseinfectious disease,2
10777,candidate drug,candidate drug,2
6428,genus betainfluenzavirus,genus betainfluenzavirus,2
6616,low temperatures,low temperatures,2
4226,major risk factor,major risk factor,2
6427,influenza b virus,infectious disease,2
10776,clinical application,clinical application,2
2092,human transmission confirmed,organisms known particular common homo sapiens homo sapiens sapiens homo,2
4221,viral particles,viral particles,2
3583,h5n1 vaccines,subtype,2
6623,severe influenza illness,infectious disease,2
3009,new influenza medication,infectious disease,2
1512,methods,methods,2
8122,human proteases,organisms known particular common homo sapiens homo sapiens sapiens homo,2
5281,influenza a/h3n2 virus,infectious disease,2
9534,seasonal influenza vaccine brands,infectious disease,2
2910,kidney disease,kidney disease,2
3994,hepatitis,hepatitis,2
7236,inactivated influenza vaccine information statement,infectious disease,2
3860,internal viral protein,internal viral protein,2
7232,veterinary influenza vaccination,infectious disease,2
2128,phloroglucinol,chemical compound benzenetriol medication,2
5233,human h2n2 virus,organisms known particular common homo sapiens homo sapiens sapiens homowikimedia disambiguation page,2
5232,human influenza infection,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
7594,universal vaccines,universal vaccines,2
9851,adequate human data,organisms known particular common homo sapiens homo sapiens sapiens homo,2
