,data,description,cluster
9858,pregnancy test,physiological condition,3
9862,accidental pregnancy,physiological condition,3
9863,high barrier,high barrier,3
9864,protide type,protide type,3
9865,active phosphorylated nucleotide,active phosphorylated nucleotide,3
9867,active antiviral agent,active antiviral agent,3
9868,gs461203,gs461203,3
9861,fetal harm,fetal harm,3
9821,ifnl4 genotype,ifnl4 genotype,3
9850,pregnancy breastfeeding,physiological condition,3
9848,consideration,consideration,3
9823,initial hcv treatment,initial hcv treatment,3
9826,management,management,3
9829,close 100%,close 100%,3
9831,specific circumstances,specific circumstances,3
9832,genotype costeffectiveness–based perspective,genotype costeffectiveness–based perspective,3
9833,viral ns5a inhibitor ledipasvir,chemical compound carbocyclic compound heterocyclic compound essential medicine medication,3
9849,retreatment,retreatment,3
9834,2 3 hcv infections,2 3 hcv infections,3
9836,weightbased ribavirin,chemical compound medication essential medicine 1 april 1990,3
9838,sofosbuvirbased regimens,sofosbuvirbased regimens,3
9841,fourfold reduced duration,fourfold reduced duration,3
9843,key component,key component,3
9846,possible steps,possible steps,3
9847,initial treatment,initial treatment,3
9835,liver transplant patients,organ type,3
9955,generic licensing agreements,generic licensing agreements,3
9957,gilead announcedthatgileadwouldseekgenericlicensingagreementswithmanufacturerstoproducesofosbuvirin91developingcountriescontaining54%oftheworld shcvinfectedpopulationandthatgileadwouldsell brand version,gilead announcedthatgileadwouldseekgenericlicensingagreementswithmanufacturerstoproducesofosbuvirin91developingcountriescontaining54%oftheworld shcvinfectedpopulationandthatgileadwouldsell brand version,3
9958,approximately double party estimate,approximately double party estimate,3
10082,albert gitchell,albert gitchell,3
10083,army cook,army cook,3
10084,camp funston,camp funston,3
10085,haskell county,haskell county,3
10086,local doctor loring miner,local doctor loring miner,3
10087,522 men,522 men,3
10081,recording,recording,3
10088,camp,camp,3
10090,queens,queens,3
10091,new york,new york,3
10092,preventive measures,preventive measures,3
10093,march/april,march/april,3
10095,major training ground,major training ground,3
10096,american expeditionary forces,american expeditionary forces,3
10089,11 march,11 march,3
10097,army camps,army camps,3
10080,4 march,4 march,3
10078,spanish flu survivors,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,3
10055,similarities,similarities,3
10056,reconstruction,reconstruction,3
10058,significantly risk,significantly risk,3
10059,tuberculosis,notifiable disease valid place switzerland endemic disease,3
10062,scholars,scholars,3
10063,males life expectancy,males life expectancy,3
10079,wave early 1918,wave early 1918,3
10067,black death,stock character psychopomp literary character,3
10069,1300s,1300s,3
10070,comorbidities,comorbidities,3
10073,higher mortality rate,higher mortality rate,3
10074,life expectancy,life expectancy,3
10075,videoswe,videoswe,3
10077,1918 nih interviews,1918 nih interviews,3
10068,bubonic plague,bubonic plague,3
10054,nearsimultaneous outbreaks,nearsimultaneous outbreaks,3
10098,midwest,midwest,3
10100,great britain,great britain,3
10123,camp devens,camp devens,3
10124,u.s. military sites,u.s. military sites,3
10125,troop movements,troop movements,3
10126,central south america,central south america,3
10127,west africa,continent,3
10128,coast,coast,3
10122,boston navy yard,big city city united states,3
10129,rivers,rivers,3
10131,remote communities,remote communities,3
10132,south african native labour corps,south african native labour corps,3
10133,zambezi,zambezi,3
10134,ethiopia,ethiopia,3
10135,new york city,new york city,3
10136,new york city fatality,new york city fatality,3
10130,colonial railways,colonial railways,3
10099,western,western,3
10121,naval training,naval training,3
10119,american troops,american troops,3
10101,breslau,breslau,3
10102,odessa,port settlement big city city millions inhabitants amalgamated hromada city \u200b\u200bin ukraine,3
10103,signing,signing,3
10104,treaty,treaty,3
10105,brestlitovsk,brestlitovsk,3
10106,russian prisoners,russian prisoners,3
10120,french recruits,french recruits,3
10110,military operations,military operations,3
10112,half british forces,half british forces,3
10114,deadly second wave late 1918,deadly second wave late 1918,3
10115,boston,big city city united states,3
10116,freetown,city port settlement capital big city,3
10117,sierra leone,sierra leone,3
10118,brest,brest,3
10111,french troops,french troops,3
9767,ciclosporin,chemical compound medication essential medicine reactant reactant,3
10053,historians,historians,3
10051,news,news,3
9983,chris mcguigan team,chris mcguigan team,3
9984,cardiff university,cardiff university,3
9986,developing world countries,developing world countries,3
9987,court,court,3
9988,innovative step,innovative step,3
9989,prodrug design,prodrug design,3
9982,protide technology,academic discipline,3
9990,specific example,specific example,3
9995,chinese,chinese,3
9996,ns3/4a inhibitor,ns3/4a inhibitor,3
9997,fast track status,fast track status,3
9998,achillion,achillion,3
9999,pipeline update,pipeline update,3
10004,morale,morale,3
9992,high cost,high cost,3
10005,censors,censors,3
9981,known molecules,known molecules,3
9978,objection,objection,3
9959,minimum achievable cost,minimum achievable cost,3
9960,licenses,licenses,3
9961,leader,leader,3
9963,fierce marketing war,fierce marketing war,3
9964,highest incidence,highest incidence,3
9965,discounted price,discounted price,3
9980,european patent office,european patent office,3
9967,medicine indexrankedgileadfirstamongtheworld s20largestpharmaceuticalcountriesinthepricingmanufacturinganddistributioncategoryinboth2013and2014citing gilead,medicine indexrankedgileadfirstamongtheworld s20largestpharmaceuticalcountriesinthepricingmanufacturinganddistributioncategoryinboth2013and2014citing gilead,3
9971,equitable pricing,equitable pricing,3
9972,jennifer cohn,jennifer cohn,3
9973,algeria,emoji regional indicator sequence,3
9975,gilead partners,gilead partners,3
9976,middleincome countries,middleincome countries,3
9977,patent challenges,patent challenges,3
9969,pricing manufacturing distribution category,pricing manufacturing distribution category,3
10052,2000s,2000s,3
10006,early reports,early reports,3
10009,neutral spain,neutral spain,3
10035,purported origins,purported origins,3
10036,senegal,senegal,3
10037,senegal itwasnamedthebrazilianflu andinbrazilthegermanflu whileinpoland,senegal itwasnamedthebrazilianflu andinbrazilthegermanflu whileinpoland,3
10038,nickname,nickname,3
10039,naples soldier,naples soldier,3
10040,1916 operetta,1916 operetta,3
10034,alternative names,alternative names,3
10041,song,song,3
10043,librettists,librettists,3
10046,spanish flu],spanish flu],3
10047,epidemiology pathology,branch science,3
10048,legacy,legacy,3
10049,high morbidity mortality rates,high morbidity mortality rates,3
10050,public awareness,public awareness,3
10042,forgetting,forgetting,3
10007,newspapers,newspapers,3
10033,widelyspread stories,widelyspread stories,3
10031,disease geographic origin,disease geographic origin,3
10010,grave illness,grave illness,3
10011,king alfonso xiii,king alfonso xiii,3
10012,stories,stories,3
10013,false impression,false impression,3
10014,historical epidemiological data,historical epidemiological data,3
10017,varying views,varying views,3
10032,wartime censorship,wartime censorship,3
10018,higher survival rate,higher survival rate,3
10021,severe 6year climate anomaly,severe 6year climate anomaly,3
10025,2007 analysis,2007 analysis,3
10026,medical journals,medical journals,3
10028,recent war,recent war,3
10029,bacterial superinfection,bacterial superinfection,3
10030,somewhat prolonged death bed,stock character psychopomp literary character,3
10020,possible explanations,possible explanations,3
10137,philadelphia liberty loans parade,philadelphia liberty loans parade,3
9766,interaction,interaction,3
9764,hiv protease inhibitor tipranavir,organisms known particular common,3
9528,saint louis ecephalitis,saint louis ecephalitis,3
9527,arboviruses,arboviruses,3
9525,effective antiviral,effective antiviral,3
9524,channel pore,channel pore,3
9523,similar ability,similar ability,3
9522,similar binding affinity,similar binding affinity,3
9521,enantiomers,enantiomers,3
9520,acids,acids,3
9519,binding affinity,binding affinity,3
9515,senantiomer,senantiomer,3
9514,m2 channel pore,m2 channel pore,3
9513,stronger binding affinity,stronger binding affinity,3
9512,r enantiomer,r enantiomer,3
9509,racemic mixture,racemic mixture,3
9508,flumadine,flumadine,3
9507,rimantadine enantiomers interactions m2,chemical compound medication,3
9506,image,image,3
9486,db00478,db00478,3
9487,fch3207896,fch3207896,3
9488,mcule9027470290,mcule9027470290,3
9489,u.s. fda press release,u.s. fda press release,3
9491,m2 transmembrane channel,m2 transmembrane channel,3
9492,proton transport,proton transport,3
9529,sindbis,sindbis,3
9494,uncoating,uncoating,3
9499,virion m2 gene,virion m2 gene,3
9501,amino acid substitutions,amino acid substitutions,3
9502,certain locations,certain locations,3
9503,transmembrane region,transmembrane region,3
9504,m2,m2,3
9505,mutation s31n binding site,mutation s31n binding site,3
9498,ion channel,ion channel,3
9531,samatasvir,chemical compound,3
9532,good results,good results,3
9533,highly potent selective inhibitor,highly potent selective inhibitor,3
9557,middle eastern,middle eastern,3
9558,latin american markets,latin american markets,3
9559,sales revenue,sales revenue,3
9560,2009.in february,2009.in february,3
9561,mylan laboratories,pharmaceutical company multinational corporation business,3
9563,developed markets,developed markets,3
9556,eastern european,eastern european,3
9565,european union approval,european union approval,3
9567,plan,plan,3
9568,united states government,united states government,3
9569,construction costs,construction costs,3
9570,guaranteed vaccine purchases,guaranteed vaccine purchases,3
9572,fluzone,fluzone,3
9573,flublok,flublok,3
9566,mammalian cell line,mammalian cell line,3
9485,cs2380,cs2380,3
9555,solvay,solvay,3
9553,solvay pharmaceuticals $6.2 billion purchase,solvay pharmaceuticals $6.2 billion purchase,3
9535,fluzone/fluzone quadrivalent,fluzone/fluzone quadrivalent,3
9536,vaxigrip/vaxigriptetra,vaxigrip/vaxigriptetra,3
9537,influvac,influvac,3
9538,csl limited,csl limited,3
9540,csl subsidiary,csl subsidiary,3
9541,biocsl,biocsl,3
9554,acquisition,acquisition,3
9543,fluarix,fluarix,3
9546,mylan,pharmaceutical company multinational corporation business,3
9547,purified surface fragments,purified surface fragments,3
9548,latest recommendations,latest recommendations,3
9549,abbott laboratoriesin february,abbott laboratoriesin february,3
9550,abbott laboratoriesin,abbott laboratoriesin,3
9552,solvay pharmaceuticals,solvay pharmaceuticals,3
9544,flulaval,flulaval,3
9484,ccg236078,ccg236078,3
9483,bbv156986,bbv156986,3
9482,api0024288,api0024288,3
9430,200 mg/d,200 mg/d,3
9431,sodium borohydride,sodium borohydride,3
9432,racemic hydroxy acid,racemic hydroxy acid,3
9433,excess methyllithium,excess methyllithium,3
9434,methyl ketones,methyl ketones,3
9435,left,left,3
9429,sideeffects,sideeffects,3
9436,prichardpatent,prichardpatent,3
9439,synthesis ofrimantadinefromthecorrespondingketoneoximewerebasedonprichard smethodsofsynthesisof rimantadine,chemical compound medication,3
9440,rimantadine fromthecorrespondingketoneoximewerebasedonprichard smethodsofsynthesisofrimantadinefrom corresponding ketone oxime,chemical compound medication,3
9441,corresponding ketone oxime,corresponding ketone oxime,3
9442,rimantadine fromthecorrespondingketoneoximewerebasedonprichard smethodsofsynthesisofrimantadinefrom corresponding ketone oxime reduction,chemical compound medication,3
9443,synonyms,synonyms,3
9444,alphamethyl1adamantanemethylamine,alphamethyl1adamantanemethylamine,3
9437,new chemical compound u.s. patent,new chemical compound u.s. patent,3
9445,alphamethyladamantanemethylamine,alphamethyladamantanemethylamine,3
9428,approximately 6%,approximately 6%,3
9424,acetylsalicylic acid whiletakingrimantadineisknowntoreducethebody suptakeof rimantadine,chemical compound medication,3
9404,parent,parent,3
9405,j. t. witkowski,j. t. witkowski,3
9406,similar spectrum,similar spectrum,3
9407,useful properties,useful properties,3
9408,erythrocytetrapping,erythrocytetrapping,3
9409,property,property,3
9426,rimantadine isknowntoreducethebody suptakeofrimantadineby approximately 12%,chemical compound medication,3
9412,rbcs,rbcs,3
9414,increased concentration,increased concentration,3
9415,enzymes,enzymes,3
9416,amidine,amidine,3
9418,rimantadine rimantadine,chemical compound medicationchemical compound medication,3
9420,derivates,derivates,3
9423,acetylsalicylic acid,acetylsalicylic acid,3
9413,second property,second property,3
9575,chemical disruption,chemical disruption,3
9446,rimantadinum,rimantadinum,3
9448,rimantadina,rimantadina,3
9467,oprea1602732,oprea1602732,3
9468,schembl2619249,schembl2619249,3
9469,chembl1201272,chembl1201272,3
9471,ctk6a4437,ctk6a4437,3
9472,bcp12269,bcp12269,3
9473,hyb0338,hyb0338,3
9466,schembl2981,schembl2981,3
9474,zxan012619,zxan012619,3
9476,bbl013215,bbl013215,3
9477,mfcd00869344,mfcd00869344,3
9478,s1964,s1964,3
9479,stk177253,stk177253,3
9480,methylamine,methylamine,3
9481,akos000264537,akos000264537,3
9475,anw72018,anw72018,3
9447,remantadine,scholarly article,3
9465,maybridge1002066,maybridge1002066,3
9463,rimantidine,rimantidine,3
9449,1adamantan1ylethylamine,1adamantan1ylethylamine,3
9450,rimantadin,rimantadin,3
9451,chembl959,chembl959,3
9452,brn,brn,3
9453,riamantadine,riamantadine,3
9454,tricyclodecane1methanamine,tricyclodecane1methanamine,3
9464,rimantidin,rimantidin,3
9455,alphamethyl,alphamethyl,3
9457,tricyclo)decane1methanamine,tricyclo)decane1methanamine,3
9458,methyl rimant,methyl rimant,3
9459,enamine005755,enamine005755,3
9460,ncgc0015949102,ncgc0015949102,3
9461,rimant,rimant,3
9462,.alpha,.alpha,3
9456,ethyl]amine hydrochloride,ethyl]amine hydrochloride,3
9576,dosage storage,dosage storage,3
9577,intradermal injection,intradermal injection,3
9578,0.25 ml syringe,0.25 ml syringe,3
9707,trillions,trillions,3
9708,dollars worth,dollars worth,3
9709,stocks,stocks,3
9710,investors,investors,3
9711,assets,assets,3
9712,accordance,accordance,3
9706,valuations,valuations,3
9713,fears,fears,3
9715,political,political,3
9716,hhs secretary michael o. leavitt,hhs secretary michael o. leavitt,3
9717,alarmist,film,3
9718,social,social,3
9719,personal,personal,3
9720,web sites,web sites,3
9714,hopes,hopes,3
9721,cures,cures,3
9704,h5n1.according,h5n1.according,3
9701,donor nations,donor nations,3
9685,abortions,abortions,3
9686,negative pregnancy test,physiological condition,3
9687,effective birth control methods,effective birth control methods,3
9688,monthly pregnancy tests,physiological condition,3
9689,medication regimen,medication regimen,3
9690,ribavirin pregnancy registry,chemical compound medication essential medicine 1 april 1990physiological condition,3
9703,twoday international pledging conference,twoday international pledging conference,3
9691,gilead sciences emailed warnings,gilead sciences emailed warnings,3
9693,government preparation,government preparation,3
9695,billion dollars,billion dollars,3
9697,financial,financial,3
9698,2005 president george w. bush,2005 president george w. bush,3
9699,national strategy,national strategy,3
9700,danger,danger,3
9692,combinations aren trecommendedand product labels,combinations aren trecommendedand product labels,3
9683,patient populations,patient populations,3
9722,advertising space,advertising space,3
9724,intheknow,intheknow,3
9747,interferonfree ones,interferonfree ones,3
9749,3–6%,3–6%,3
9750,16–18%,16–18%,3
9751,neutropenia,abnormally low value absolute neutrophil count,3
9753,abnormally slow heartbeats,abnormally slow heartbeats,3
9754,substrate,substrate,3
9746,irritability,irritability,3
9755,pglycoprotein,pglycoprotein,3
9758,intestinal epithelium cells,intestinal epithelium cells,3
9759,gut,gut,3
9760,intestinal pglycoprotein,intestinal pglycoprotein,3
9761,absorption,absorption,3
9762,anticonvulsants,anticonvulsants,3
9763,antimycobacterials,antimycobacterials,3
9757,substances,substances,3
9723,personal fear,personal fear,3
9745,good safety profile,good safety profile,3
9743,30 weeks,30 weeks,3
9726,unanswered questions,unanswered questions,3
9727,evaluations,evaluations,3
9728,pop culture,pop culture,3
9729,barenaked ladies,barenaked ladies,3
9730,lines,lines,3
9731,drumstick,drumstick,3
9744,specific contraindications,specific contraindications,3
9732,tickin,tickin,3
9736,brand sovaldi,brand sovaldi,3
9737,ledipasvir,chemical compound carbocyclic compound heterocyclic compound essential medicine medication,3
9738,30 97%,30 97%,3
9739,abnormally slow heartbeat,abnormally slow heartbeat,3
9740,nucleotide analog family,nucleotide analog family,3
9741,works,works,3
9735,costs,costs,3
9765,sofosbuvir concentration,chemical compound medication active ingredient essential medicine,3
9680,moderate severe liver impairment,organ type,3
9677,appropriate dosing,appropriate dosing,3
9608,significant liver problems,organ type,3
9610,hcv protease inhibitor,hcv protease inhibitor,3
9611,medivir ab,medivir ab,3
9612,janssen pharmaceutica,janssen pharmaceutica,3
9613,simeprevir component,chemical compound medication essential medicine,3
9616,1 infected subjects,1 infected subjects,3
9605,sunlight,sunlight,3
9618,single therapy,single therapy,3
9620,rbv,rbv,3
9621,chc,chc,3
9623,rbv therapy,rbv therapy,3
9624,simeprevir pegifn combination therapy,chemical compound medication essential medicine,3
9625,men,men,3
9626,female partners,female partners,3
9619,pegifn,pegifn,3
9627,sensitivity,sensitivity,3
9604,typically 12 weeks,typically 12 weeks,3
9602,80s,80s,3
9580,0.5 ml syringe,0.5 ml syringe,3
9581,0.5 ml vial,0.5 ml vial,3
9582,5 ml vial,5 ml vial,3
9583,temperatures,temperatures,3
9584,8 °c,8 °c,3
9585,times strength,times strength,3
9603,90s,90s,3
9587,normal aging,normal aging,3
9593,vaxigriptetra,vaxigriptetra,3
9595,flublok/flublok quadrivalent,flublok/flublok quadrivalent,3
9597,recombinant virus technology,academic discipline,3
9599,setrobuvir,chemical compound,3
9600,anadys pharmaceuticals,anadys pharmaceuticals,3
9601,peginterferonalfa,peginterferonalfa,3
9592,vaxigrip,vaxigrip,3
9679,kidney function,kidney function,3
9628,rash,rash,3
9630,increased bilirubin,increased bilirubin,3
9661,presentation,presentation,3
9662,johnson,johnson,3
9664,racial ethnic minorities,racial ethnic minorities,3
9665,underrepresented populations,underrepresented populations,3
9666,simeprevir therapy,chemical compound medication essential medicine,3
9667,ifnl3 genotype,ifnl3 genotype,3
9660,fda fda,fda fda,3
9668,pratt vm,pratt vm,3
9670,rubinstein ws,rubinstein ws,3
9671,national center,national center,3
9672,biotechnology information,biotechnology information,3
9673,bookshelf id,bookshelf id,3
9675,dosing,dosing,3
9676,triple therapy,triple therapy,3
9669,mcleod hl,mcleod hl,3
9629,difficulty breathing,difficulty breathing,3
9659,chronic hcv gt1,chronic hcv gt1,3
9654,strong cyp3a4 inhibitors,strong cyp3a4 inhibitors,3
9632,ns3/4a protease inhibitor,ns3/4a protease inhibitor,3
9634,capsule,capsule,3
9637,hiv1 coinfection,hiv1 coinfection,3
9641,cyp2c19 enzymes,cyp2c19 enzymes,3
9642,cyp2c8 halflife,gene,3
9643,41 hours,41 hours,3
9655,strong cyp3a4 inducers,strong cyp3a4 inducers,3
9644,cyp2c8 peak effect,gene,3
9648,peginterferon alfa,peginterferon alfa,3
9649,ns3 q80k polymorphism,ns3 q80k polymorphism,3
9650,baseline,baseline,3
9651,q80k polymorphism,q80k polymorphism,3
9652,cyp3a4 substrate,cyp3a4 substrate,3
9653,simeprevir plasma concentration,chemical compound medication essential medicine,3
9645,pharmacogenomics,pharmacogenomics,3
10138,philadelphia,philadelphia,3
10139,28 september,28 september,3
10142,southwest–northeast diagonal,southwest–northeast diagonal,3
10608,social variability,social variability,3
10607,socioeconomic status,socioeconomic status,3
10606,nutritional deficiency,nutritional deficiency,3
10605,different results,different results,3
10604,social variation,social variation,3
10603,social behavior,social behavior,3
10602,major cause,major cause,3
10601,island newfoundland,island newfoundland,3
10597,lower percentage,lower percentage,3
10596,comparison pandemics,comparison pandemics,3
10595,fiction,fiction,3
10594,numerous works,numerous works,3
10593,fiction literature,fiction literature,3
10592,physiological condition,physiological condition,3
10591,elevated mortality risk,elevated mortality risk,3
10590,encephalitis lethargica,encephalitis lethargica,3
10589,birth cohorts,birth cohorts,3
10572,nursing,nursing,3
10574,nursing staff,nursing staff,3
10575,women patient care,women patient care,3
10576,2020 study,2020 study,3
10577,early extensive nonmedical measures,early extensive nonmedical measures,3
10580,2006 study,2006 study,3
10610,severe underlying condition,severe underlying condition,3
10581,political economy,political economy,3
10583,utero,utero,3
10584,reduced educational attainment increased rates,reduced educational attainment increased rates,3
10585,physical disability,physical disability,3
10586,lower income,lower income,3
10587,lower socioeconomic status,lower socioeconomic status,3
10588,higher transfer payments,higher transfer payments,3
10582,cohorts,cohorts,3
10612,diverse labor,diverse labor,3
10613,occupations,occupations,3
10614,day interaction,day interaction,3
10635,2 million men,2 million men,3
10636,wars,wars,3
10637,record,record,3
10638,transportation,transportation,3
10640,earlier,earlier,3
10641,different microbial agent,different microbial agent,3
10634,commonwealth war graves commission,commonwealth war graves commission,3
10642,exogenous endogenous origin,exogenous endogenous origin,3
10644,bacteriology,bacteriology,3
10645,overgrowth,overgrowth,3
10646,endogenous clostridium difficile,endogenous clostridium difficile,3
10647,broadspectrum antibiotic,broadspectrum antibiotic,3
10648,sepsis,sepsis,3
10649,pseudomonas aeruginosa,pseudomonas aeruginosa,3
10643,examples,examples,3
10571,increasing number,increasing number,3
10633,war scientists,war scientists,3
10630,soldier,soldier,3
10615,fishing,fishing,3
10616,major role,major role,3
10617,second waves,second waves,3
10618,wave men,wave men,3
10619,female population,female population,3
10620,certain regions,certain regions,3
10631,halifax,halifax,3
10621,bigger impact,bigger impact,3
10624,young men 20s,young men 20s,3
10625,enlistment,enlistment,3
10626,mobility,mobility,3
10627,biggest wave,biggest wave,3
10628,male troops,male troops,3
10629,halifax port,halifax port,3
10623,young men,young men,3
10570,historian nancy bristow,historian nancy bristow,3
10569,profit gains,profit gains,3
10568,healthcare industry,healthcare industry,3
10510,social classes,social classes,3
10511,oslo,capital big city city administrative centre,3
10512,apartment size,apartment size,3
10514,smaller apartments,smaller apartments,3
10515,social status,social status,3
10516,higher mortality,higher mortality,3
10509,major pattern,major pattern,3
10517,immigrant communities,immigrant communities,3
10519,recently arrived group,recently arrived group,3
10520,average americans,average americans,3
10521,disparities,disparities,3
10522,worse diets,worse diets,3
10523,crowded living conditions,crowded living conditions,3
10524,african americans,african americans,3
10518,italian americans,italian americans,3
10526,preexisting tuberculosis,notifiable disease valid place switzerland endemic disease,3
10507,extremes,extremes,3
10505,times higher mortality,times higher mortality,3
10485,main road,main road,3
10486,isolated island,isolated island,3
10487,marajó,marajó,3
10489,saint helena,saint helena,3
10490,patterns fatality,patterns fatality,3
10493,92%,92%,3
10506,times higher chance,times higher chance,3
10494,weak individuals,weak individuals,3
10499,71%,71%,3
10500,oddity,oddity,3
10501,geographic patterns,geographic patterns,3
10502,30 times higher death rates,stock character psychopomp literary character,3
10503,lower ones,lower ones,3
10504,great variation,great variation,3
10496,historian john m. barry,historian john m. barry,3
10650,immunocompromised patients,immunocompromised patients,3
10527,chances,chances,3
10529,poorer nutrition,poorer nutrition,3
10553,allied cause,allied cause,3
10555,central powers,central powers,3
10556,allied powers,allied powers,3
10557,2006 lancet study,2006 lancet study,3
10558,higher excess mortality rates,higher excess mortality rates,3
10559,kahn,kahn,3
10552,power,power,3
10560,oxford university computing services,oxford university computing services,3
10562,home computers,home computers,3
10563,theories,theories,3
10564,economic,economic,3
10565,entertainment service industries,entertainment service industries,3
10566,losses,losses,3
10567,revenue,revenue,3
10561,model,model,3
10528,indian women,indian women,3
10551,argument,argument,3
10547,factors modeling results,factors modeling results,3
10530,sick,sick,3
10531,et al,et al,3
10532,mechanistic modeling approach,mechanistic modeling approach,3
10533,underlie variability,underlie variability,3
10534,temporal patterns,temporal patterns,3
10535,sick correlation,sick correlation,3
10550,academic andrew pricesmith,academic andrew pricesmith,3
10536,morbidity,morbidity,3
10538,temporal variations,temporal variations,3
10540,best explanation,best explanation,3
10541,variation,variation,3
10543,simple epidemic model,simple epidemic model,3
10544,school opening,school opening,3
10545,temperature changes,temperature changes,3
10537,sick analysis,sick analysis,3
10651,definition,definition,3
10653,later point,later point,3
10656,recent metagenomic analyses,recent metagenomic analyses,3
10797,b.,b.,3
10798,otherwisehealthy individuals,otherwisehealthy individuals,3
10799,diagnostic uncertainty,diagnostic uncertainty,3
10800,financial cost,financial cost,3
10802,bronchospasms,bronchospasms,3
10803,breathing problems,breathing problems,3
10796,glaxo,glaxo,3
10804,initial approval,initial approval,3
10806,zanamivir package insert,chemical compound neuraminidase inhibitor medication,3
10807,precautionary information,precautionary information,3
10808,bronchospasm,bronchospasm,3
10809,neuraminidase protein,group class enzymes,3
10812,vivo,vivo,3
10813,symptom,symptom,3
10805,asthma chronic obstructive pulmonary disease,asthma chronic obstructive pulmonary disease,3
10814,1.5 days,1.5 days,3
10795,australian biotech firm biota holdings,australian biotech firm biota holdings,3
10793,vosevi,vosevi,3
10762,claims,claims,3
10764,арбидол,арбидол,3
10765,阿比朵尔.,阿比朵尔.,3
10766,biochemistry,biochemistry,3
10767,membrane fusion,membrane fusion,3
10768,virus target host cells,virus target host cells,3
10794,european committee,european committee,3
10774,interferonproduction,interferonproduction,3
10780,zaire ebolavirus,taxon,3
10785,mammalian cells,mammalian cells,3
10786,uprifosbuvir,uprifosbuvir,3
10787,valopicitabine,chemical compound,3
10789,vaniprevir,chemical compound,3
10792,brand vanihep,brand vanihep,3
10775,phagocytic function,phagocytic function,3
10761,tatyana golikova,tatyana golikova,3
10815,peter colman,peter colman,3
10817,australian csiro,australian csiro,3
10839,positively charged amino group,positively charged amino group,3
10840,salt bridge,salt bridge,3
10841,conserved glutamic acid,conserved glutamic acid,3
10842,glu,glu,3
10843,conserved pocket,conserved pocket,3
10844,basic guanidine functional group,basic guanidine functional group,3
10837,neuraminidase active site,group class enzymes,3
10845,small company,small company,3
10848,license agreement,license agreement,3
10849,7% royalty,7% royalty,3
10851,clear effect,clear effect,3
10852,affectstheriskofone sneedtobehospitalizedor risk,affectstheriskofone sneedtobehospitalizedor risk,3
10854,risk ofone sneedtobehospitalizedortheriskof death,stock character psychopomp literary character,3
10859,zanamivir resistance,chemical compound neuraminidase inhibitor medication,3
10847,zanamivir patent rights,chemical compound neuraminidase inhibitor medication,3
10816,joseph varghese,joseph varghese,3
10836,negatively charged zone,negatively charged zone,3
10834,residues,residues,3
10818,victorian college,victorian college,3
10819,pharmacy,pharmacy,3
10820,monash university,monash university,3
10821,australian biotechnology company,australian biotechnology company,3
10822,biota,biota,3
10825,zanamivir strategy,chemical compound neuraminidase inhibitor medication,3
10835,catalytic site canyon,catalytic site canyon,3
10826,computational chemistry techniques,computational chemistry techniques,3
10828,amino acid residues,amino acid residues,3
10829,catalytic site,catalytic site,3
10830,potent specific inhibitors,potent specific inhibitors,3
10831,grid software,grid software,3
10832,energetically favourable interactions,energetically favourable interactions,3
10833,functional groups,functional groups,3
10827,dana,dana,3
10484,iceland population,iceland population,3
10760,lobbying attempts,lobbying attempts,3
10758,arbidol,arbidol,3
10679,dealing outbreaks,dealing outbreaks,3
10680,local authorities,local authorities,3
10681,mass slaughter,mass slaughter,3
10682,united nations fao,united nations fao,3
10685,initial source,initial source,3
10688,particularly domestic ducks,particularly domestic ducks,3
10678,farming practices,farming practices,3
10690,domestic possibly resident bird populations,taxon,3
10694,interpandemic period,interpandemic period,3
10697,possible mutation,possible mutation,3
10698,humanized form,humanized form,3
10701,human incubation period,organisms known particular common homo sapiens homo sapiens sapiens homo,3
10704,international law,international law,3
10706,452 fatalities,452 fatalities,3
10693,phases,phases,3
10709,joint effort,joint effort,3
10677,poultry farming practices,organisms known particular common,3
10674,timm c. harder,timm c. harder,3
10657,colonization,colonization,3
10658,pathogens,pathogens,3
10659,rhinovirus species,taxon,3
10660,moraxella,moraxella,3
10661,parasitology,parasitology,3
10662,parasite,parasite,3
10675,ortrud werner,ortrud werner,3
10663,fasciola hepatica,fasciola hepatica,3
10665,tmc647055,tmc647055,3
10666,ns5b polymerase inhibitor,group class enzymes,3
10669,environmental survival,environmental survival,3
10670,temperature,temperature,3
10671,freezing,freezing,3
10672,northernmost areas,northernmost areas,3
10664,fasciola gigantica,fasciola gigantica,3
10759,russian media,russian media,3
10710,ural federal university,ural federal university,3
10712,ural center,ural center,3
10735,registration procedure,registration procedure,3
10736,republic,republic,3
10737,umifenovir,chemical compound,3
10738,pharmstandard,pharmstandard,3
10740,target cells,target cells,3
10741,status,status,3
10734,modern pharmaceutical enterprise llc plant medsintez,modern pharmaceutical enterprise llc plant medsintez,3
10743,russian tests,russian tests,3
10745,similar efficiency,similar efficiency,3
10748,highest sales volume,highest sales volume,3
10749,16 percent share,16 percent share,3
10753,sensitization,sensitization,3
10756,ld50,ld50,3
10757,4 g/kg,4 g/kg,3
10744,direct comparison,direct comparison,3
10711,russian academy,russian academy,3
10733,new active molecule,new active molecule,3
10731,registration certificate,registration certificate,3
10713,biopharma technologies,biopharma technologies,3
10714,medsintez pharmaceutical,medsintez pharmaceutical,3
10715,novel triazolotriazine core,novel triazolotriazine core,3
